,Species,Intercept,Corrs,MAE,MAE_Base,bFFP_Annual,NFFD_wt_Annual,PAS_wt_Annual,NFFD_sp_Annual,PAS_sp_Annual
765,Ericameria nauseosa,155.3644595,0.077288784,27.35530576,29.92194897,0.4449595,0.3913288,-0.017278324,0.650049782,-0.042041637
766,Ericameria paniculata,272.943662,0,51.72882365,51.72882365,0,0,0,0,0
767,Ericameria pinifolia,286.220339,0,69.89686872,69.89686872,0,0,0,0,0
768,Ericameria suffruticosa,183.5066799,0.150919054,12.04866344,12.75788663,0.143731478,0.096457964,0.014139127,0.184159785,0.038044737
769,Ericameria teretifolia,280.2677165,0,27.07805816,27.07805816,0,0,0,0,0
770,Erigeron acris,194.7448295,0.148679955,12.62554431,14.67138203,0,0,0.044676729,-0.329041411,0
771,Erigeron annuus,90.34150437,0.168112695,27.00822607,29.13593099,0.739012877,1.007819016,0.071796922,-0.043915379,0
772,Erigeron aphanactis,183.7129985,0.419997678,16.06154066,21.46497188,0.132898755,0.768638336,0.027936941,-1.188340456,0.009079822
773,Erigeron bloomeri,166.4306367,0.396571781,13.27946226,17.85705176,0,0.204313309,0.048083394,-0.259046987,0.1367275
774,Erigeron bonariensis,75.2688654,0.074085403,54.22201555,55.83243752,1.011793515,1.325961239,-0.047261977,0,0
775,Erigeron breweri,167.9298814,0.201934268,22.27411549,24.91485618,0.188434156,0.761122036,0.051734271,-0.395020145,0.020199414
776,Erigeron caespitosus,196.3774278,0.201805817,17.15322321,19.37773754,0.076535045,-1.237388442,0.008783597,-0.354463843,0.051340062
777,Erigeron canadensis,227.2630248,0.122347708,25.26106206,27.75002851,0,0.243726657,-0.035078213,0.140552582,0
778,Erigeron chrysopsidis,161.4882649,0.511502926,11.10280042,17.31216367,0,0.70088984,0.11531661,-0.587489126,0.107688857
779,Erigeron compositus,186.8915838,0.420925964,17.64646094,25.17922521,0,0.603471677,0.030578441,-1.022119368,0.05125229
780,Erigeron concinnus,271.4089165,0.091368952,24.41604982,27.80282654,-0.447764288,0.100930533,0.021393007,-1.147914295,0.086485107
781,Erigeron coulteri,205.0620824,0.061620429,16.32224355,17.02480056,0,0,0.009913243,0,0.035129806
782,Erigeron divergens,81.58343176,0.26271864,32.02498845,43.42747813,0.445145189,0,0.37520339,0,0
783,Erigeron eatonii,138.1651029,0.206338663,16.08129168,19.34416025,0.191780308,0.212742499,0.055533421,-0.078130128,0.055758919
784,Erigeron filifolius,163.1320599,0.334584852,14.75350052,19.09907646,0.295561068,-0.274618558,-0.049398996,-0.472378764,0.015170317
785,Erigeron foliosus,164.9736636,0.283925996,25.31642869,31.47913937,0.294512384,-0.090223749,0.181084651,-0.087288545,-0.111389923
786,Erigeron formosissimus,221.8897638,0,17.6000992,17.6000992,0,0,0,0,0
787,Erigeron glabellus,260.6751664,0.215280665,14.11435121,16.89304599,-0.276265274,1.687932656,-0.009682235,-1.342072308,0.01770209
788,Erigeron glacialis,201.7949461,0.183246198,12.76871478,14.4196535,0,0,0.019143669,-0.198511632,0.028188752
789,Erigeron grandiflorus,211.102972,0.102329657,12.09548448,12.60409037,0,-0.496985378,-0.004626155,0,0.003053139
790,Erigeron inornatus,207.321558,0.050351402,18.4524861,19.38035519,0,0,0.031702221,0,0.018000348
791,Erigeron lobatus,99.57474556,0.09978732,38.56857128,41.20063316,0.40639979,-0.315430571,0,0,0
792,Erigeron lonchophyllus,262.8805092,0.176788592,15.5468598,16.18847581,-0.215521441,1.142400577,-0.001750226,-1.099799227,-0.013499642
793,Erigeron nivalis,181.5262648,0.232415849,14.19038251,15.870208,0.081517604,-0.022044355,0.019244199,-0.066658449,0.039818666
794,Erigeron oreophilus,243.3396226,0,27.9238163,27.9238163,0,0,0,0,0
795,Erigeron peregrinus,198.2505612,0.1434286,14.86549866,16.13398652,0,0,0.010471122,0,0.036189267
796,Erigeron pumilus,227.8735303,0.210699031,15.01205776,17.64537748,-0.236568055,0.28415306,0.05331331,-0.787150526,0.060261982
797,Erigeron speciosus,140.6318203,0.058671769,18.19839128,18.74615034,0.33115461,0.114776248,-0.032740874,0.564521545,0.071346203
798,Erigeron strigosus,164.1716995,0.241443146,24.57819342,28.46479008,0.300028128,0,0.016302486,-0.227762476,0.069880229
799,Erigeron sumatrensis,227.7754896,0.078300822,14.31366956,15.3979206,-0.108972142,0,0,0,0.029396041
800,Erigeron tracyi,122.5725563,0.141348565,25.8447206,27.9580767,0.185615053,-0.273328986,0.05769401,0,0.15174313
801,Eriocaulon aquaticum,235.0747664,0,21.15258975,21.15258975,0,0,0,0,0
802,Eriodictyon angustifolium,160.7608696,0,30.4521109,30.4521109,1.24E-18,0,0,0,0
803,Eriodictyon californicum,127.9152896,0.165620169,26.59094029,29.56403746,0.285210372,0,0.259354816,-0.054288388,0.117143426
804,Eriodictyon crassifolium,108.5303926,0.037849258,32.54068313,33.82302428,0.203515125,0,0,0,0
805,Eriogonum abertianum,186.2793614,0.110337538,57.81038098,61.79532701,0.450649756,-0.30597913,0,-0.191099722,0
806,Eriogonum alatum,208.2857143,0,26.7585034,26.7585034,0,0,0,0,0
807,Eriogonum angulosum,180.447205,0,54.81216002,54.81216002,0,0,0,0,0
808,Eriogonum baileyi,221.1518215,0.00709146,31.64687516,31.76323532,0.019426617,0,0.020570938,0,0.01037751
809,Eriogonum brevicaule,201.8571429,0,20.94693878,20.94693878,0,0,0,0,0
810,Eriogonum caespitosum,185.6478915,0.49053296,12.94840368,19.16463415,-0.00395443,0.52524524,0.044422864,-0.98413811,0.026660824
811,Eriogonum cernuum,146.6583398,0.087515235,25.83233137,26.796875,0.361461618,-0.637812781,-0.0376248,0.650598833,0.041078575
812,Eriogonum compositum,189.1907068,0.420707114,17.23922708,25.02083288,0,0.459573069,0.042419764,-0.716589037,0.069017156
813,Eriogonum crosbyae,146.3940559,0.403160926,16.67479597,21.73587082,0.217166871,-0.061819873,0.019578539,-0.245474005,0.116438249
814,Eriogonum davidsonii,200.8670857,0.004758556,45.48625409,45.58089512,0,0,0.037464857,0,0
815,Eriogonum deflexum,168.8620265,0.052914829,71.9469273,75.04901646,0.518952001,0,0,0,0
816,Eriogonum elatum,324.3504873,0.186654534,17.88988756,20.33459528,-0.489839627,1.000744715,-0.042743481,-1.42997069,0.004359056
817,Eriogonum fasciculatum,248.2801197,0.066331906,43.63727367,46.36397405,0,0,0.13552437,-1.279279883,0
818,Eriogonum flavum,201.8197361,0.386590828,13.48004221,18.33288544,0,0.657250834,0.006056304,-0.6453898,0.058438961
819,Eriogonum gracile,226.4148148,0,44.300631,44.300631,0,0,0,0,0
820,Eriogonum gracillimum,122.7549923,0.021389437,36.65233232,37.65022514,0.217872237,0,0.072594899,0,0
821,Eriogonum heracleoides,182.2695095,0.39247176,13.87005076,18.42533653,0.094378251,0.297963955,0.017637339,-0.598517361,0.067289775
822,Eriogonum incanum,320.6910435,0.239480012,14.7058215,16.91040039,-0.589278236,1.900615955,0.012327401,-1.650017406,0.021986353
823,Eriogonum inflatum,140.7129922,0.09091441,43.15677877,46.71328997,0.293081743,-0.204850212,0.130085394,-0.194224608,0.039905279
824,Eriogonum jamesii,230.3387097,0,23.56477627,23.56477627,0,0,0,0,0
825,Eriogonum luteolum,217.2454545,0,38.95487603,38.95487603,0,0,0,0,0
826,Eriogonum maculatum,132.2507976,0.216438223,23.70553479,27.91518738,0.311106005,-0.066413269,0.374618537,-0.242880412,-0.194000448
827,Eriogonum marifolium,279.3212757,0.265242503,17.41964045,20.35363401,-0.371507237,0,0.01863008,-0.786838165,0.025161307
828,Eriogonum microthecum,250.9774725,0.14091036,24.47636062,27.22955361,-0.257681411,0.167429852,-0.006614484,0.146626679,0.051029799
829,Eriogonum nidularium,170.2831102,0.027032978,43.13494294,44.66903999,0.090674867,-0.048336313,0.074509184,-0.076711005,0
830,Eriogonum nudum,208.8871772,0.004578546,32.66953505,32.76082055,0,0,0.010432547,0,0.004550908
831,Eriogonum ovalifolium,199.6021426,0.582720169,14.73730544,26.24227518,0,0.431254491,0.015328026,-0.93748538,0.061179794
832,Eriogonum palmerianum,234.400738,0.016699258,52.57336342,53.26381308,0,0,0,-0.310773771,0
833,Eriogonum pauciflorum,205.6206148,0.114459261,18.04748648,19.33426701,0.000714,-4.127876003,0.009862666,-0.136677686,0.018889568
834,Eriogonum pharnaceoides,237.2742083,0.056092904,20.66774775,21.69821674,0.040913729,0.019978974,0.087108804,-0.048612953,0.027535404
835,Eriogonum polycladon,260.6666667,0,19.63095238,19.63095238,0,0,0,0,0
836,Eriogonum pusillum,108.1470117,0.209307882,20.07908811,23.84661086,0.348867254,0,0.157919584,-0.154794618,0
837,Eriogonum pyrolifolium,206.6082447,0.09401457,14.86586525,15.41158411,0,0,0.00655626,0,0.019620579
838,Eriogonum racemosum,231.4214286,0,21.55897959,21.55897959,4.78E-18,0,0,0,0
839,Eriogonum reniforme,93.03095725,0.182687793,19.55368198,22.10915978,0.42106059,0,0,0,0
840,Eriogonum roseum,189.773061,0.09033474,38.46230151,41.36585366,0,0.775571344,0.090725012,0,0.005751806
841,Eriogonum saxatile,97.76429803,0.232930441,26.74176044,31.63855625,0.283847837,0.228321773,0.250124746,0.319795046,0.230994945
842,Eriogonum shockleyi,142.9292369,0.163317948,13.70375186,15.22788762,0.273966507,0.903420051,0.162498407,-0.488489912,-0.158317372
843,Eriogonum spergulinum,194.9519186,0.107571375,15.51688369,16.89080259,0,0,0.028772741,0,0.032896587
844,Eriogonum sphaerocephalum,146.1082684,0.304117806,14.14539724,17.2127957,0.228418731,-0.081140244,-0.051068983,-0.214346848,0.195811407
845,Eriogonum strictum,205.439498,0.161009942,21.63542528,24.92789272,0,0.471765118,-0.007342353,-0.748166663,0.083163705
846,Eriogonum thomasii,74.65984503,0.131140657,20.64399426,22.16391455,0.342598743,0,-1.455186374,0,0
847,Eriogonum thurberi,75.31809107,0.173065249,26.83005849,29.08916324,0.217792082,0.669037784,4.355244009,0,0
848,Eriogonum trichopes,197.2727712,0.176260605,34.03734285,39.78922692,0.513420282,0,0,-1.102148235,0
849,Eriogonum umbellatum,185.425933,0.090995984,19.26327136,20.5245886,0,0.454778367,0.018362401,0,0.065361087
850,Eriogonum vimineum,198.9608346,0.044450649,25.53223272,26.18567528,0,0,0.035958877,0,0.122710204
851,Eriogonum wrightii,276.9205803,0.071422645,27.05737375,28.99512509,-0.21755721,0,0,0,0
852,Erioneuron pulchellum,379.1931393,0.209630896,57.66037945,68.69699049,-1.00648011,-3.277127559,-2.714413115,0.742383748,-0.244593589
853,Eriophyllum ambiguum,161.1040828,0.44064255,14.6170632,20.5671671,0.272021824,-0.116592192,0.184536062,-0.702060217,0.081239023
854,Eriophyllum confertiflorum,158.6590883,0.187529906,27.47753369,31.78924102,0.183094657,0,0.123836974,-0.413180555,0.01149211
855,Eriophyllum lanatum,131.1570174,0.384995136,19.26453164,27.07031025,0.328133424,0.425808233,0.041550125,-0.360970529,0.035526739
856,Eriophyllum lanosum,89.00093866,0.074827671,14.30498194,14.97505296,0.150786223,-0.089443746,0,-0.068225761,0
857,Eriophyllum multicaule,108.4368932,0,18.39136582,18.39136582,0,0,0,0,0
858,Eriophyllum pringlei,109.1162619,0.318001586,15.49883661,18.15129139,0.256699141,-0.04771102,0.114931907,-0.187642834,0.102838459
859,Eriophyllum wallacei,93.56494645,0.231985895,17.22076674,20.18665433,0.341105335,0,0.576083607,-0.176977469,0
860,Erocallis triphylla,165.7810126,0.307374297,13.77378555,17.75911111,0.128296317,0.443190649,0.007161471,-0.319501048,0.046580156
861,Erodium cicutarium,148.7171144,0.263074391,28.5827995,34.56139617,0.156850071,0,0.026610746,-0.669722181,0.050546472
862,Erodium texanum,91.65169131,0.366040384,14.98451003,17.73576671,0.198845383,-0.087516743,1.925647618,-0.228621906,0
863,Erophila verna,97.29932156,0.234651,16.19357557,18.82471006,0.123835403,0,0.056923279,-0.136853414,0.262718095
864,Erysimum asperum,165.406967,0.367511637,15.78612802,20.54336574,0,-0.210174782,0.016863217,-0.29625222,0.131128137
865,Erysimum capitatum,142.9672653,0.460272445,24.31755941,36.12888868,0.27748472,0,0.022388306,-0.499506403,0.034496366
866,Erysimum cheiranthoides,184.4002464,0.061965831,18.16614192,19.07915128,0.007991452,0,0.046538786,-0.012111509,0.025471643
867,Erysimum inconspicuum,175.0334414,0.147440424,10.89761884,11.85326087,0,0,0,0,0.067476642
868,Erysimum repandum,164.4542757,0.328268304,17.27612429,22.4864,0,0,0.013342134,-0.613136625,0.184872931
869,Erythranthe guttata,98.16398702,0.271690014,30.81266038,38.88904587,0.527800666,0,0.029898938,0,0
870,Erythronium americanum,87.92770764,0.477483879,7.330125231,10.20709877,0.313583353,0.030460942,0.014363569,-0.308373946,0.081496946
871,Erythronium grandiflorum,194.440136,0.605754421,17.92632845,31.31016058,-0.157822147,0.723582516,0.054753707,-1.304035385,0.067029257
872,Eschscholzia caespitosa,187.5180785,0.098350437,22.94412557,24.62133333,0,0,0.118419206,-0.805988538,0
873,Eschscholzia californica,217.6857032,0.146701311,32.22277947,36.8810781,0,0.293909223,0.204526278,-1.495660765,0
874,Eschscholzia glyptosperma,93.00003364,0.170714378,19.34824751,22.04267221,0.457568603,0,0,-0.274821973,0
875,Eschscholzia minutiflora,155.1402521,0.335405549,18.04837278,23.24664212,0.205663356,-0.17091333,0,-0.699024167,-0.38598714
876,Eschscholzia parishii,269.092077,0.193517618,17.79736375,20.78271484,0.105006557,0,0,-2.144536116,0
877,Eucephalus elegans,210.6698628,0.114239307,11.4917332,12.65743945,0,0,0.001932221,0,0.074380681
878,Eucephalus engelmannii,208.6835678,0.108296243,14.46497952,15.13554688,0,0,0,0,0.057569303
879,Eucrypta chrysanthemifolia,335.2928544,0.088467949,23.76549557,25.47913573,-0.324573331,0,0,-2.538255982,0
880,Eucrypta micrantha,76.56368698,0.405635682,16.87728545,22.42301955,0.462763078,0.519421935,1.256265277,-0.617412872,0
881,Eulobus californicus,353.8522342,0.174484361,22.25227171,25.44614333,-0.314665087,0.290445082,5.467286528,-2.991854716,-5.103227724
882,Eupatorium maculatum,228.6666667,0,18.34920635,18.34920635,0,0,0,0,0
883,Eupatorium perfoliatum,288.0298158,0.268584988,16.59070308,20.47982786,-0.385860962,0,-0.049019319,0,-0.00632933
884,Euphorbia albomarginata,202.6264542,0.038987305,51.55726583,52.96556613,0,-0.410115953,0,-0.240297025,0
885,Euphorbia capitellata,941.0511294,0.086212333,68.14724456,71.85097524,-1.834223825,-1.131703805,-1.071864248,-6.468886456,-6.166331862
886,Euphorbia corollata,194.9478261,0,38.48831758,38.48831758,0,0,7.56E-18,0,0
887,Euphorbia esula,175.988024,0,28.78762236,28.78762236,0,0,0,0,0
888,Euphorbia glyptosperma,208.5228965,0.073926483,26.10180374,26.99568399,-0.012212408,0.522679834,-0.025202616,0,0.322966386
889,Euphorbia maculata,234.5730539,0.021135194,35.30371529,35.39900085,0.033096765,-0.019414542,0.031856429,-0.008291965,0
890,Euphorbia melanadenia,313.3100372,0.044068478,65.01305205,67.49840325,-0.579410408,-1.016192364,1.298955774,-1.08651039,0.901137492
891,Euphorbia micromera,271.2544624,0.022519201,31.29196691,31.32444444,-0.121330713,0.109816569,0,0.038669867,0
892,Euphorbia peplus,142.6855984,0.209932204,54.37352773,64.61993922,0.416592614,-0.255224261,0.229014393,-0.1695052,-0.119095597
893,Euphorbia polycarpa,123.0087956,0.035907173,68.67640561,69.9612706,0.32293615,-0.599549183,0,0,0
894,Euphorbia serpyllifolia,109.7185083,0.118553091,32.4798342,35.39814815,0.359010513,-0.395013125,-0.158700619,1.388833493,0.243164967
895,Euphorbia setiloba,294.4969272,0.070112183,48.35525541,50.82587655,-0.358061271,0.312944423,0,0.033206306,0
896,Euphorbia spathulata,158.8066077,0.580599133,17.31484033,28.86461938,0.391579595,0.476998573,-0.126939065,-1.10386593,0.310047642
897,Eurybia conspicua,225.1320755,0,16.44143823,16.44143823,0,0,3.95E-18,0,0
898,Eurybia integrifolia,222.4525633,0.101335497,14.07771139,15.3327797,-0.070956157,0.063137374,0.018007304,0.01800078,0.050972191
899,Eurybia macrophylla,228.6319018,0,13.80789642,13.80789642,0,0,1.77E-18,0,0
900,Euthamia graminifolia,401.0676553,0.147726684,18.58300707,21.2066436,-1.061744508,0,-0.032252523,-0.585425438,0.080187447
901,Euthamia occidentalis,246.8672448,0.083681124,21.17875605,22.65289346,0,0.272210135,0,0,0
902,Fagonia laevis,77.928,0,28.861248,28.861248,0,0,0,0,0
903,Fallopia convolvulus,211.0157895,0,24.46875346,24.46875346,2.95E-18,0,0,0,0
904,Fallugia paradoxa,168.2055926,0.026991727,43.17949688,44.15384615,0.103872986,-0.066399044,0.073653367,-0.077352829,0
905,Festuca altaica,214.2540381,0.463273111,17.38534491,24.70280612,0,0,-0.056091072,-1.174380519,0.098514486
906,Festuca brachyphylla,228.4221511,0.159839373,11.6875606,12.64253124,-0.127526524,0.057556386,-0.000141054,-0.111290029,0.054277756
907,Festuca idahoensis,190.1243009,0.364987064,14.53183078,19.38828338,0,0.13537949,0.013702722,-0.483099914,0.091570196
908,Festuca kingii,144.7916175,0.235611063,16.31794174,19.60725762,0.220276447,0,0.061585754,-0.232187689,0.023331089
909,Festuca occidentalis,153.0975261,0.499393528,13.87788107,20.18973472,0.180714447,-0.163738818,0.046037901,-0.086652329,0.022078341
910,Festuca ovina,119.5193676,0.529231482,15.68969051,25.24512303,0.417907968,0.522971453,0.020581253,-0.217151103,0.034490717
911,Festuca rubra,160.614996,0.240057282,19.95819556,25.56152888,0.259158471,0.51265312,0.038690522,-0.57752212,-0.011020629
912,Festuca saximontana,192.6490484,0.154886412,16.80432531,18.67863946,0,0,0.038131336,0,0.025343722
913,Festuca viridula,204.7364623,0.580630762,16.31090848,25.22265625,0,-0.494971177,0.026750671,-0.241699149,0.012480185
914,Filago arvensis,145.1246645,0.156226562,18.89080151,20.95583678,0.371808834,0,0.034766227,0,0.055913147
915,Filago californica,254.5263643,0.265647705,17.78643448,20.46670619,0.096525227,0.432328825,1.294570817,-2.139767174,-6.191068238
916,Filago gallica,163.1207738,0.133499149,15.79760055,17.78118492,0,0,1.503484924,-0.353538513,0
917,Floerkea proserpinacoides,86.21747449,0.431616016,12.93940221,18.79760666,0.361615737,0.852228332,0.053567742,0,0.058875788
918,Forestiera pubescens,68.89609411,0.08647225,36.58125316,38.51410911,0.17080308,0.034861496,0.240631553,0.517214357,1.918685877
919,Fouquieria splendens,387.9955926,0.174624715,26.06663893,29.07016414,-0.379014223,-0.897857652,1.365349365,-2.313212564,-13.1019561
920,Fragaria vesca,84.25761453,0.476567166,18.65550098,27.0139809,0.470421759,0,0.01279994,0,0.126292159
921,Fragaria virginiana,119.7753766,0.379807726,17.44571249,24.05050937,0.298526554,0,0.017716243,-0.232768808,0.092048507
922,Frangula californica,60.48406565,0.187401908,28.1577769,32.42510758,0.749206678,0.54891215,0.01176441,0,0
923,Frangula purshiana,164.2215939,0.180294212,19.42286824,22.0921522,0,0,-0.026734917,0,0.176380579
924,Frankenia salina,189.5131579,0,45.60058864,45.60058864,7.67E-18,0,0,0,0
925,Frasera albicaulis,95.35401822,0.27873448,15.42315428,19.05353454,0.418233988,0.714730306,0.064648262,-0.120652633,0.020132442
926,Frasera speciosa,180.7011989,0.130771686,15.86046742,17.61330449,0,0,0,0,0.084858013
927,Fremontodendron californicum,150.4809422,0.035907236,34.30456824,35.7614234,0.120035066,-0.056911507,0.096607906,-0.034503781,0.052855218
928,Fritillaria affinis,75.31009988,0.364795937,19.2903954,24.89902797,0.408330937,0,0.104631551,0,0
